id,timestamp,sensor_val_a,sensor_val_b,pressure_psi,temp_c,efficiency,anomaly_detected
40,2026-04-13 04:49:01,76.51,43.4,29.8,72.01,88.69,0
41,2026-04-13 05:06:46,64.65,98.87,20.19,83.49,89.31,0
42,2026-04-13 09:23:59,25.81,86.29,120.64,51.04,71.22,0
43,2026-04-13 13:18:17,82.74,2.27,146.22,21.76,42.95,1
44,2026-04-13 15:59:38,83.71,64.9,60.81,78.4,84.51,0
45,2026-04-13 23:56:39,57.64,60.13,65.78,38.28,95.16,0
46,2026-04-13 21:08:06,55.55,71.48,72.38,61.93,90.75,0
47,2026-04-13 07:56:37,2.94,32.81,61.39,81.56,70.87,0
48,2026-04-13 09:06:40,25.2,4.04,24.11,26.17,75.3,0
49,2026-04-13 01:46:02,59.0,77.84,27.64,83.07,82.86,0
50,2026-04-13 10:32:47,12.83,81.4,20.37,16.44,72.07,0
51,2026-04-13 10:35:26,76.45,2.19,121.13,36.36,78.42,0
52,2026-04-13 03:40:36,53.35,19.79,43.7,49.54,89.42,0
53,2026-04-13 08:06:54,65.6,18.37,17.63,48.53,70.09,0
54,2026-04-13 15:44:05,37.96,24.79,65.05,60.19,89.36,0
55,2026-04-13 08:25:51,56.98,73.23,118.92,65.63,91.93,0
56,2026-04-13 22:36:37,40.57,5.49,116.94,61.35,77.39,0
57,2026-04-13 13:17:12,74.08,71.82,59.68,51.3,81.34,0
58,2026-04-13 21:35:51,78.71,25.82,125.69,35.63,83.96,0
59,2026-04-13 05:54:57,41.61,68.79,44.09,58.24,89.99,0
60,2026-04-13 20:25:23,58.73,12.57,43.65,15.56,51.25,1
61,2026-04-13 07:51:55,82.26,72.66,17.29,54.04,95.63,0
62,2026-04-13 01:04:20,73.26,45.82,126.46,24.65,89.87,0
63,2026-04-13 13:53:31,93.51,55.23,146.14,79.37,72.93,0
64,2026-04-13 04:48:07,46.55,48.39,49.36,84.49,97.88,0
65,2026-04-13 17:18:08,5.31,57.91,98.91,46.94,94.83,0
66,2026-04-13 21:43:57,21.08,50.21,37.08,59.95,94.82,0
67,2026-04-13 13:26:06,44.24,58.01,121.75,45.6,96.84,0
68,2026-04-13 13:12:46,11.09,90.08,36.19,37.53,94.95,0
69,2026-04-13 05:03:49,1.15,49.79,134.07,91.46,66.73,1
70,2026-04-13 10:13:51,97.37,84.66,48.54,63.56,90.48,0
71,2026-04-13 20:22:28,43.11,23.9,116.49,54.99,94.12,0
72,2026-04-13 00:20:59,36.3,70.1,118.97,48.88,98.36,0
73,2026-04-13 21:54:16,92.24,78.6,106.96,94.13,76.23,0
74,2026-04-13 17:56:23,39.77,56.09,136.56,40.68,77.25,0
75,2026-04-13 08:06:46,23.43,82.15,41.1,77.89,85.64,0
76,2026-04-13 18:03:26,6.6,23.44,72.53,71.89,70.63,0
77,2026-04-13 04:15:21,2.4,60.08,18.92,63.63,81.53,0
78,2026-04-13 03:17:37,34.1,69.22,43.42,35.18,95.32,0
79,2026-04-13 20:55:47,21.84,53.61,114.57,54.19,98.58,0
80,2026-04-13 07:08:20,66.81,64.11,102.59,42.69,87.73,0
81,2026-04-13 12:19:54,24.94,57.66,136.82,86.74,65.3,1
82,2026-04-13 19:29:48,52.97,77.35,40.27,18.4,94.57,0
83,2026-04-13 20:08:41,96.26,95.52,46.48,65.25,95.45,0
84,2026-04-13 00:59:13,42.0,97.55,19.5,93.23,82.49,0
85,2026-04-13 15:30:57,24.79,63.99,120.56,94.49,94.38,0
86,2026-04-13 18:49:47,29.56,65.13,109.98,59.17,84.18,0
87,2026-04-13 08:23:37,79.86,49.78,111.44,37.29,78.11,0
88,2026-04-13 11:12:09,47.6,75.78,146.13,68.74,82.69,0
89,2026-04-13 20:38:10,1.57,5.77,11.68,52.75,79.4,0
90,2026-04-13 17:33:02,10.16,55.14,14.6,81.2,71.75,0
91,2026-04-13 10:43:21,99.93,3.4,129.76,54.68,70.12,0
92,2026-04-13 15:58:17,89.36,29.72,51.37,77.93,97.73,0
93,2026-04-13 20:25:51,32.89,37.04,41.32,56.3,82.19,0
94,2026-04-13 10:26:12,1.71,6.28,133.39,30.51,84.72,0
95,2026-04-13 00:11:45,13.16,20.45,112.72,51.0,70.55,0
96,2026-04-13 20:05:03,70.11,33.75,129.4,37.37,93.0,0
97,2026-04-13 02:22:49,16.79,72.45,84.97,36.91,87.78,0
98,2026-04-13 16:22:01,21.26,22.57,111.07,52.43,72.47,0
99,2026-04-13 02:23:35,81.47,0.61,56.69,84.77,93.07,0
100,2026-04-13 03:04:49,25.51,2.86,147.72,22.83,95.41,0
101,2026-04-13 20:01:58,31.98,40.39,126.91,74.71,86.19,0
102,2026-04-13 23:19:51,69.26,56.99,140.81,29.25,74.77,0
103,2026-04-13 03:56:30,35.22,4.97,107.64,34.82,90.04,0
104,2026-04-13 15:24:41,41.87,22.82,91.99,22.9,93.94,0
105,2026-04-13 22:50:15,24.63,79.89,40.94,73.87,85.32,0
106,2026-04-13 14:43:23,31.0,97.69,46.02,41.56,94.7,0
107,2026-04-13 22:25:15,50.27,15.6,98.77,20.19,71.46,0
108,2026-04-13 16:31:12,67.37,76.76,143.47,94.72,59.49,1
109,2026-04-13 12:33:42,73.12,3.13,148.33,58.99,77.51,0
110,2026-04-13 13:23:13,15.44,86.76,88.26,32.54,73.53,0
111,2026-04-13 14:07:22,97.99,30.26,110.07,59.57,80.5,0
112,2026-04-13 08:19:19,24.21,31.47,34.66,52.82,96.23,0
113,2026-04-13 15:10:23,16.5,40.83,141.32,38.7,87.41,0
114,2026-04-13 13:17:57,71.31,33.74,25.0,77.67,93.4,0
115,2026-04-13 09:40:02,96.7,32.63,87.41,34.08,97.36,0
116,2026-04-13 17:16:27,73.7,12.29,59.7,76.25,75.1,0
117,2026-04-13 20:59:18,71.82,9.52,76.81,67.57,76.57,0
118,2026-04-13 03:46:54,95.46,43.29,56.65,49.17,42.26,1
119,2026-04-13 16:53:09,9.08,73.9,142.28,66.15,94.5,0
120,2026-04-13 04:50:09,70.8,17.1,23.84,44.76,71.31,0
121,2026-04-13 01:21:45,7.29,42.33,124.05,43.15,79.41,0
122,2026-04-13 11:32:10,78.53,47.95,111.01,43.27,88.59,0
123,2026-04-13 22:50:31,58.82,67.14,139.88,72.22,92.02,0
124,2026-04-13 15:41:40,66.2,4.21,36.07,38.14,77.21,0
125,2026-04-13 05:00:45,9.39,20.75,95.47,94.7,84.39,0
126,2026-04-13 05:00:48,93.89,34.69,142.08,28.67,75.34,0
127,2026-04-13 10:15:06,56.43,33.72,126.33,21.03,85.97,0
128,2026-04-13 13:40:28,36.43,51.11,95.29,62.59,78.0,0
129,2026-04-13 07:12:54,37.8,62.02,79.54,16.3,93.06,0
130,2026-04-13 07:55:34,56.96,12.33,126.96,90.56,89.8,0
131,2026-04-13 03:09:05,65.68,45.42,84.48,21.79,98.88,0
132,2026-04-13 19:13:28,87.66,38.18,101.98,19.35,95.09,0
133,2026-04-13 08:54:03,14.99,21.88,100.28,37.8,93.57,0
134,2026-04-13 02:49:31,22.79,98.23,83.83,24.05,70.89,0
135,2026-04-13 11:18:08,64.41,39.11,67.66,56.18,91.78,0
136,2026-04-13 00:12:39,39.2,4.94,134.32,63.27,91.36,0
137,2026-04-13 12:33:09,98.68,11.02,92.23,30.61,87.25,0
138,2026-04-13 12:32:41,86.78,58.42,21.04,85.2,72.97,0
139,2026-04-13 14:14:36,90.19,98.27,48.44,65.57,94.76,0
140,2026-04-13 05:58:43,86.79,4.86,53.38,18.58,70.81,0
141,2026-04-13 10:12:31,20.14,53.77,70.67,18.86,81.45,0
142,2026-04-13 17:30:23,48.15,52.2,99.24,71.14,89.25,0
143,2026-04-13 15:35:22,42.0,33.01,113.51,78.35,79.4,0
144,2026-04-13 10:38:17,13.09,92.85,91.77,34.95,71.62,0
145,2026-04-13 12:54:37,26.39,60.97,118.27,35.32,73.27,0
146,2026-04-13 02:57:35,60.65,44.62,143.96,47.88,73.24,0
147,2026-04-13 04:03:50,37.77,46.18,64.41,74.11,95.82,0
148,2026-04-13 01:01:39,48.63,35.07,38.44,16.82,91.42,0
149,2026-04-13 07:29:17,76.34,13.55,92.6,64.69,96.28,0
150,2026-04-13 18:29:55,39.88,13.82,125.54,40.1,90.73,0
151,2026-04-13 22:05:16,52.05,83.95,115.49,15.47,78.45,0
152,2026-04-13 10:06:46,84.66,35.94,128.51,92.54,71.66,0
153,2026-04-13 20:31:58,71.61,72.65,126.97,50.24,84.03,0
154,2026-04-13 13:08:36,7.27,18.24,56.48,91.61,92.61,0
155,2026-04-13 07:16:43,18.45,11.51,122.46,86.76,98.96,0
156,2026-04-13 05:29:37,22.81,86.58,11.97,50.94,95.14,0
157,2026-04-13 21:47:19,58.26,86.88,135.96,48.74,74.64,0
158,2026-04-13 01:40:16,84.93,91.09,53.52,76.43,75.23,0
159,2026-04-13 02:46:45,49.36,42.34,126.61,36.64,83.91,0
160,2026-04-13 23:09:13,83.51,5.95,13.52,37.13,87.07,0
161,2026-04-13 18:02:05,70.58,35.64,50.73,78.81,64.58,1
162,2026-04-13 15:08:44,34.27,75.55,115.75,81.98,89.07,0
163,2026-04-13 01:45:40,54.98,39.08,38.26,85.41,85.59,0
164,2026-04-13 22:59:12,57.96,28.74,55.0,68.71,89.18,0
165,2026-04-13 22:00:48,37.11,19.65,15.76,47.36,81.68,0
166,2026-04-13 18:55:14,32.75,31.43,145.23,89.79,67.42,1
167,2026-04-13 14:52:53,3.6,54.19,149.73,57.58,83.28,0
168,2026-04-13 10:28:10,40.0,57.81,101.23,55.39,84.0,0
169,2026-04-13 09:11:06,22.81,98.99,11.75,57.97,80.74,0
170,2026-04-13 22:55:43,33.78,86.71,76.26,86.92,84.24,0
171,2026-04-13 06:22:31,23.2,91.72,64.51,23.93,88.38,0
172,2026-04-13 21:17:47,6.63,93.88,21.05,43.51,60.3,1
173,2026-04-13 23:48:34,51.56,38.0,105.21,58.39,85.96,0
174,2026-04-13 01:58:26,34.7,96.31,104.03,91.23,92.29,0
175,2026-04-13 08:26:50,88.16,68.2,87.32,59.09,86.65,0
176,2026-04-13 08:47:42,40.02,84.25,79.73,46.54,83.02,0
177,2026-04-13 22:06:08,83.14,33.95,70.3,72.74,80.27,0
178,2026-04-13 09:17:38,58.03,73.85,128.43,55.83,91.18,0
179,2026-04-13 18:37:15,12.47,87.54,102.73,44.55,73.96,0
180,2026-04-13 00:09:59,71.72,14.88,99.53,73.73,94.24,0
181,2026-04-13 12:00:24,96.71,95.08,54.61,24.73,75.47,0
182,2026-04-13 23:53:55,13.86,18.68,137.53,53.79,97.83,0
183,2026-04-13 02:10:43,58.27,68.83,30.1,88.5,83.64,0
184,2026-04-13 08:48:16,91.33,27.93,89.27,43.64,95.56,0
185,2026-04-13 23:08:49,78.0,25.69,22.76,47.74,69.38,1
186,2026-04-13 14:10:29,2.07,99.51,36.09,16.33,85.64,0
187,2026-04-13 07:45:46,4.37,2.03,54.44,58.57,98.82,0
188,2026-04-13 18:11:47,19.57,34.54,123.17,44.89,94.53,0
189,2026-04-13 22:13:51,18.56,59.01,149.32,76.54,84.49,0
190,2026-04-13 08:13:36,24.69,36.49,119.27,79.87,71.29,0
191,2026-04-13 20:51:08,8.93,74.35,143.6,51.71,72.51,0
192,2026-04-13 22:37:30,12.89,53.86,34.2,56.04,85.37,0
193,2026-04-13 20:45:18,86.66,67.35,113.04,72.21,95.41,0
194,2026-04-13 13:41:36,96.19,95.02,139.63,66.7,84.77,0
195,2026-04-13 22:26:57,44.81,70.43,41.39,63.91,71.04,0
196,2026-04-13 04:55:17,35.53,35.51,139.98,85.83,45.63,1
197,2026-04-13 12:49:23,95.03,7.74,54.52,72.85,81.36,0
198,2026-04-13 10:02:29,24.5,32.28,100.52,91.97,92.18,0
199,2026-04-13 07:33:57,50.36,89.65,73.47,47.6,91.44,0
200,2026-04-13 03:35:13,78.74,1.25,82.29,70.25,83.19,0
201,2026-04-13 06:16:48,57.27,21.68,65.55,57.31,79.64,0
202,2026-04-13 19:02:24,78.43,51.51,100.68,82.85,85.38,0
203,2026-04-13 15:26:25,84.06,18.96,120.37,25.95,89.68,0
204,2026-04-13 07:40:31,93.85,68.83,93.52,43.3,85.01,0
205,2026-04-13 17:21:33,75.33,63.7,141.1,35.58,97.53,0
206,2026-04-13 17:21:03,69.6,91.27,52.04,90.29,83.43,0
207,2026-04-13 13:31:41,43.71,16.81,111.95,18.42,73.16,0
208,2026-04-13 06:55:11,69.02,55.64,107.49,67.92,84.85,0
209,2026-04-13 16:32:47,22.74,35.48,86.05,54.01,93.69,0
210,2026-04-13 03:49:51,67.84,58.88,81.06,66.57,70.47,0
211,2026-04-13 19:37:41,45.45,38.0,104.27,60.9,93.32,0
212,2026-04-13 16:46:18,85.07,56.57,53.92,42.73,67.41,1
213,2026-04-13 19:41:05,52.35,23.48,137.27,89.6,57.47,1
214,2026-04-13 00:36:10,7.78,99.56,104.4,71.25,74.42,0
215,2026-04-13 22:26:25,18.87,20.93,66.82,26.88,74.72,0
216,2026-04-13 14:58:48,23.56,17.57,37.91,56.72,77.33,0
217,2026-04-13 10:53:08,97.17,40.17,140.34,57.47,88.39,0
218,2026-04-13 17:24:14,21.19,6.14,98.78,41.57,91.41,0
219,2026-04-13 23:58:04,57.07,62.09,51.01,20.76,81.28,0
220,2026-04-13 15:43:55,98.1,4.26,65.04,15.44,71.93,0
221,2026-04-13 03:58:44,41.11,8.36,95.39,23.85,75.3,0
222,2026-04-13 19:02:49,85.89,29.43,130.0,72.59,83.58,0
223,2026-04-13 20:13:57,34.82,47.86,20.62,18.47,75.55,0
224,2026-04-13 18:48:28,45.81,7.32,52.44,80.35,92.52,0
225,2026-04-13 21:51:47,53.24,51.78,82.33,30.45,97.63,0
226,2026-04-13 11:45:43,95.61,87.39,49.01,87.24,71.71,0
227,2026-04-13 13:01:05,37.85,19.88,72.97,54.42,83.02,0
228,2026-04-13 05:37:58,93.36,57.11,137.53,26.1,78.49,0
229,2026-04-13 06:28:57,26.95,35.57,108.64,17.81,90.08,0
230,2026-04-13 02:57:29,53.54,4.46,24.12,50.52,91.77,0
231,2026-04-13 21:34:43,12.31,65.72,96.4,29.89,95.63,0
232,2026-04-13 06:04:14,74.12,58.87,54.39,85.86,98.06,0
233,2026-04-13 21:05:13,74.07,26.19,17.71,24.02,80.83,0
234,2026-04-13 22:07:45,40.42,95.85,23.49,20.44,80.29,0
235,2026-04-13 23:57:38,60.4,29.02,60.39,21.0,84.72,0
236,2026-04-13 09:14:10,29.15,8.96,60.61,54.18,86.3,0
237,2026-04-13 01:34:45,58.39,84.27,122.28,93.84,94.1,0
238,2026-04-13 06:01:26,22.88,30.56,36.48,79.61,86.64,0
239,2026-04-13 05:59:32,45.6,85.62,126.98,61.34,94.28,0
240,2026-04-13 00:44:08,78.13,62.27,93.33,40.99,96.85,0
241,2026-04-13 10:28:34,50.69,42.7,45.91,54.37,77.94,0
242,2026-04-13 10:42:42,92.33,33.44,25.23,17.21,73.94,0
243,2026-04-13 14:17:32,89.79,15.93,30.33,49.9,80.03,0
244,2026-04-13 00:05:48,37.1,94.69,118.27,61.05,90.3,0
245,2026-04-13 20:51:25,27.86,25.38,75.58,15.17,77.8,0
246,2026-04-13 16:14:53,61.92,23.58,118.31,26.07,57.63,1
247,2026-04-13 17:37:48,40.48,24.27,97.61,90.46,86.47,0
248,2026-04-13 06:11:37,86.95,90.04,58.72,44.16,75.5,0
249,2026-04-13 21:34:16,51.37,11.87,113.6,55.39,87.61,0
250,2026-04-13 11:14:13,39.83,92.79,101.24,21.88,76.82,0
251,2026-04-13 20:59:42,51.64,84.57,11.49,61.11,83.09,0
252,2026-04-13 10:28:57,22.38,71.97,108.43,76.45,76.1,0
253,2026-04-13 12:20:39,93.31,97.45,132.68,19.78,89.57,0
254,2026-04-13 22:17:17,16.29,7.17,97.26,40.03,97.65,0
255,2026-04-13 10:37:18,43.09,47.22,77.1,67.02,85.85,0
256,2026-04-13 21:51:11,7.88,40.72,36.91,92.17,93.9,0
257,2026-04-13 17:22:21,56.38,18.76,44.63,30.54,73.2,0
258,2026-04-13 10:51:13,34.58,43.91,130.93,78.67,88.89,0
259,2026-04-13 15:01:36,92.08,37.38,133.83,17.83,87.53,0
260,2026-04-13 12:16:03,58.14,8.94,140.85,54.25,80.14,0
261,2026-04-13 18:16:41,66.31,50.47,73.83,23.52,84.63,0
262,2026-04-13 11:33:56,27.46,44.96,57.82,59.93,94.26,0
263,2026-04-13 22:50:50,90.79,53.7,147.5,15.3,78.16,0
264,2026-04-13 22:43:53,9.92,67.55,104.51,64.38,76.36,0
265,2026-04-13 20:36:05,82.68,21.28,132.43,75.67,97.87,0
266,2026-04-13 11:16:52,1.99,16.76,117.41,85.45,74.98,0
267,2026-04-13 10:12:01,17.8,51.55,145.1,43.79,57.35,1
268,2026-04-13 10:19:19,3.78,16.21,113.24,80.19,76.54,0
269,2026-04-13 04:18:46,38.36,92.96,51.87,56.74,94.78,0
270,2026-04-13 14:09:09,13.26,77.35,101.48,71.15,89.26,0
271,2026-04-13 12:36:39,46.9,11.38,65.65,55.43,75.7,0
272,2026-04-13 10:15:36,61.46,79.87,121.22,53.57,73.91,0
273,2026-04-13 04:43:29,48.43,51.42,80.11,16.22,92.96,0
274,2026-04-13 16:30:00,88.92,9.75,81.16,51.8,83.07,0
275,2026-04-13 14:04:12,88.6,7.92,87.58,61.54,84.85,0
276,2026-04-13 03:44:12,61.87,60.7,145.74,83.12,85.89,0
277,2026-04-13 11:17:18,52.89,9.15,38.89,79.12,77.99,0
278,2026-04-13 19:58:28,97.67,76.07,42.99,21.27,80.63,0
279,2026-04-13 09:50:20,30.82,28.58,117.03,82.55,78.41,0
280,2026-04-13 20:13:36,91.06,86.0,38.26,75.91,82.2,0
281,2026-04-13 10:46:00,90.41,56.36,44.43,63.89,81.79,0
282,2026-04-13 13:17:02,89.2,89.4,56.3,89.9,93.57,0
283,2026-04-13 05:56:54,28.82,65.49,100.76,83.17,85.78,0
284,2026-04-13 06:40:05,47.61,3.88,139.5,19.76,91.53,0
285,2026-04-13 11:49:34,27.3,60.88,83.71,32.99,88.49,0
286,2026-04-13 03:44:04,33.16,24.27,45.66,17.66,78.11,0
287,2026-04-13 22:40:04,94.21,91.2,36.84,63.1,75.0,0
288,2026-04-13 06:47:24,84.59,16.61,61.67,37.75,85.01,0
289,2026-04-13 20:08:36,95.15,13.27,52.3,78.77,75.26,0
290,2026-04-13 07:42:18,32.36,29.8,10.86,55.07,83.68,0
291,2026-04-13 10:06:33,84.0,84.0,113.77,51.11,97.01,0
292,2026-04-13 15:15:12,0.34,12.8,143.78,44.79,84.08,0
293,2026-04-13 16:15:51,77.13,99.37,83.14,37.19,72.25,0
294,2026-04-13 21:42:29,16.62,37.57,86.56,81.04,94.99,0
295,2026-04-13 10:37:27,11.27,41.67,38.99,45.46,94.06,0
296,2026-04-13 16:56:13,91.23,53.64,35.56,19.29,78.43,0
297,2026-04-13 23:36:38,87.17,18.31,148.79,92.43,59.97,1
298,2026-04-13 10:36:46,37.98,20.24,83.17,70.35,82.42,0
299,2026-04-13 14:52:22,67.84,89.12,118.33,66.98,72.06,0
300,2026-04-13 00:16:08,36.43,91.91,105.18,83.68,85.13,0
301,2026-04-13 15:18:50,45.01,92.87,133.37,69.14,84.77,0
302,2026-04-13 23:05:22,70.63,93.45,109.27,20.27,82.75,0
303,2026-04-13 02:50:40,40.23,27.23,51.83,42.79,85.21,0
304,2026-04-13 13:52:01,17.95,39.47,147.93,29.73,94.07,0
305,2026-04-13 10:47:06,81.28,83.1,140.66,88.45,40.36,1
306,2026-04-13 00:11:35,68.71,57.36,114.57,79.71,95.56,0
307,2026-04-13 04:53:46,29.44,67.55,88.9,72.41,90.13,0
308,2026-04-13 16:10:23,16.01,38.24,92.18,93.74,76.33,0
309,2026-04-13 21:05:19,40.4,43.36,66.65,20.52,77.17,0
310,2026-04-13 22:08:25,50.82,26.33,64.35,51.1,92.24,0
311,2026-04-13 18:36:49,93.16,1.1,35.08,39.48,73.4,0
312,2026-04-13 16:22:02,28.49,1.94,11.09,60.18,92.79,0
313,2026-04-13 23:01:33,50.97,13.64,44.4,46.87,76.72,0
314,2026-04-13 00:05:00,98.47,33.0,113.45,73.46,93.31,0
315,2026-04-13 07:17:26,16.84,8.21,51.25,42.89,72.55,0
316,2026-04-13 15:46:52,70.66,31.52,27.83,23.25,98.04,0
317,2026-04-13 23:25:00,59.74,99.51,50.71,41.7,95.2,0
318,2026-04-13 10:01:11,10.89,25.71,112.64,78.23,98.4,0
319,2026-04-13 14:18:11,51.27,15.05,19.83,39.65,80.35,0
320,2026-04-13 07:44:36,63.1,49.46,138.77,69.31,94.62,0
321,2026-04-13 05:48:03,15.33,2.68,10.45,74.42,58.77,1
322,2026-04-13 17:04:31,12.82,64.01,145.23,66.6,95.93,0
323,2026-04-13 19:48:15,74.55,11.46,28.63,22.13,78.81,0
324,2026-04-13 13:41:22,20.17,30.72,113.24,34.61,98.9,0
325,2026-04-13 22:51:47,96.16,22.89,44.62,39.27,77.06,0
326,2026-04-13 23:18:49,36.43,66.38,72.62,90.02,70.71,0
327,2026-04-13 16:14:49,54.58,36.9,141.81,42.33,83.22,0
328,2026-04-13 13:43:03,46.38,89.24,75.27,37.7,76.94,0
329,2026-04-13 04:01:00,67.74,78.27,49.73,43.28,86.72,0
330,2026-04-13 22:17:03,84.04,9.41,110.27,81.85,93.77,0
331,2026-04-13 16:31:24,32.61,57.89,132.9,78.29,74.09,0
332,2026-04-13 12:52:56,37.23,92.1,142.02,91.67,52.33,1
333,2026-04-13 08:56:25,45.92,18.71,36.57,63.16,95.86,0
334,2026-04-13 17:01:47,40.29,13.99,98.7,88.06,88.69,0
335,2026-04-13 03:59:45,0.47,31.37,10.01,53.77,86.39,0
336,2026-04-13 08:57:20,64.88,19.03,78.74,56.01,93.08,0
337,2026-04-13 20:02:21,63.43,16.29,111.79,66.03,74.89,0
338,2026-04-13 05:36:54,49.94,43.79,149.29,63.83,86.44,0
339,2026-04-13 22:26:24,76.96,70.13,85.05,48.37,92.05,0
340,2026-04-13 22:19:46,33.85,35.33,134.16,29.46,81.92,0
341,2026-04-13 18:57:11,21.6,9.52,119.95,24.57,97.9,0
342,2026-04-13 02:22:14,20.39,88.61,99.1,42.98,93.35,0
343,2026-04-13 21:50:21,82.68,80.65,33.29,94.83,77.5,0
344,2026-04-13 06:28:35,66.29,64.48,146.87,93.86,69.49,1
345,2026-04-13 07:52:50,60.89,83.93,60.19,67.39,81.85,0
346,2026-04-13 11:40:44,22.61,52.22,108.15,35.31,95.41,0
347,2026-04-13 00:14:17,95.21,78.72,73.62,82.22,82.32,0
348,2026-04-13 15:51:48,24.16,85.33,80.22,33.59,82.93,0
349,2026-04-13 20:56:45,54.38,96.93,52.31,58.34,72.34,0
350,2026-04-13 23:34:04,55.95,32.84,142.99,86.05,52.71,1
351,2026-04-13 14:55:14,65.38,23.96,143.64,75.13,76.04,0
352,2026-04-13 09:53:45,17.32,42.58,120.22,45.19,90.38,0
353,2026-04-13 02:10:05,13.66,20.79,39.56,80.74,71.0,0
354,2026-04-13 07:06:55,60.95,53.37,112.43,55.57,81.77,0
355,2026-04-13 23:31:49,16.84,63.3,100.77,92.2,73.21,0
356,2026-04-13 04:48:03,15.21,62.59,134.92,35.4,77.73,0
357,2026-04-13 10:44:50,1.76,92.24,122.99,79.79,70.24,0
358,2026-04-13 01:53:28,71.12,60.61,52.64,75.42,86.66,0
359,2026-04-13 22:21:08,74.18,28.92,32.64,42.3,81.28,0
360,2026-04-13 15:41:29,58.21,17.73,94.31,56.03,75.06,0
361,2026-04-13 08:45:24,52.94,18.48,89.95,21.63,98.9,0
362,2026-04-13 06:11:12,73.01,60.19,115.96,54.89,77.26,0
363,2026-04-13 10:18:01,98.3,55.68,110.21,54.82,89.1,0
364,2026-04-13 06:59:23,79.38,11.67,145.28,27.39,77.57,0
365,2026-04-13 23:57:08,73.79,13.72,63.68,93.6,76.13,0
366,2026-04-13 06:05:27,91.27,76.04,61.21,94.64,83.74,0
367,2026-04-13 21:40:34,67.81,48.43,70.15,94.2,92.56,0
368,2026-04-13 00:47:44,91.54,48.28,15.59,85.59,87.89,0
369,2026-04-13 05:15:21,89.31,46.07,14.61,25.87,82.49,0
370,2026-04-13 02:30:16,9.11,89.14,127.75,44.32,90.92,0
371,2026-04-13 18:58:41,53.03,13.91,90.06,45.22,88.44,0
372,2026-04-13 23:01:40,18.37,92.5,99.94,45.1,92.68,0
373,2026-04-13 21:21:40,31.94,29.28,98.98,16.54,89.18,0
374,2026-04-13 13:09:47,34.23,61.46,112.17,23.37,82.08,0
375,2026-04-13 15:10:13,35.4,88.62,51.73,38.95,75.22,0
